薿	艹疑ノㄋ丶丶
憨	敢攵丶ㄋ丶丶
疍	疋旦丨ㄋ一一
之	之丶ㄋ丶丶
处	夂卜丨丶丶丶
逢	夂丰丶ㄋ丶丶
逄	夂㐄丶ㄋ丶丶
咎	夂卜丨ㄋ一一
昝	夂卜丨ㄋ一一
螽	夂⺀丨ㄋ丶丶
惫	夂田丶ㄋ丶丶
冬	夂⺀丶丶丶丶
各	各ノㄋ一一
务	夂力ㄋノノノ
条	夂朩一丨丶丶
备	夂田丨ㄋ一一
雒	各隹ノ丨一一
歧	止十ㄋ丶丶丶
此	此丨一ㄋㄋ
赀	此贝丨ㄋ丶丶
些	此二一一一一
觜	此角ノㄋ丨丨
柴	此木一丨丶丶
訾	此言丶一一一
肯	止⺝丨ㄋ一一
齿	齿丨一丨丨
步	止丨ノノノ
止	止丨一一一
砦	此石一ノ一一
雌	此隹ノ丨一一
龇	齿此丨一ㄋㄋ
龅	齿勹ㄋ一ㄋㄋ
龌	齿尸一ㄋ一一
龄	齿令ノ丶丶丶
龆	齿召ㄋノ一一
龊	齿足丨ㄋ丶丶
龉	齿五丨ㄋ一一
龀	齿匕ノㄋㄋㄋ
龈	齿艮ㄋ一丶丶
龃	齿且丨ㄋ一一
龋	齿禹ノ丨丶丶
频	止一ノ丶丶
颦	止一ノ丨丨
紫	此糸ㄋㄋ丶丶
龂	齿斤ㄋ丨丨丨
龁	齿ㄋㄋㄋㄋ
至	至一ㄋ一一
臻	至ノ一丶丶
到	至刂丨丨丨丨
致	至攵ノ一丶丶
郅	至阝ㄋ丨丨丨
貅	豸亻一丨丶丶
豹	豸勹丶丶丶丶
貔	豸囟ノ丶ㄋㄋ
貌	豸白ノㄋㄋㄋ
貘	豸莫一丨丶丶
貂	豸召ㄋノ一一
貊	豸百一ノ一一
貉	豸各ノㄋ一一
豺	豸才一丨ノノ
邈	豸白ノㄋ丶丶
豸	豸ノ丶ノノ
掣	巾丨丨丨丨
制	巾丨丨丨丨
重	千里丨ㄋ一一
熏	千黑丨ㄋ丶丶
舭	舟比一ㄋㄋㄋ
艇	舟壬ㄋ丶丶丶
艉	舟尸ノ一ㄋㄋ
舣	舟丶ノ丶丶丶
艚	舟曹一丨一一
舵	舟宀ノㄋㄋㄋ
航	舟亠ノㄋㄋㄋ
舷	舟玄丶一丶丶
艄	舟肖丨丶一一
舻	舟⺊ㄋ一ノノ
艨	舟劳一一丶丶
般	舟殳ノㄋ丶丶
船	舟几丨ㄋ一一
艟	舟立丨ㄋ一一
舱	舟仓ノ丶ㄋㄋ
艘	舟臼丨ㄋ丶丶
艋	舟子丨ㄋ一一
艏	舟䒑ノ丨一一
舶	舟白ノ丨一一
舫	舟方丶一ノノ
舢	舟山丨ㄋ丨丨
舴	舟乍ノ一一一
舯	舟中丨ㄋ丨丨
磐	舟殳一ノ一一
盘	舟皿丨ㄋ一一
舟	舟ノノ丶丶
舨	舟ㄋ丶丶丶
舡	舟工一丨一一
舸	舟可一丨丨丨
舰	舟见丨ㄋㄋㄋ
舾	舟西一丨一一
舳	舟由丨ㄋ一一
舲	舟令ノ丶丶丶
鸼	舟鸟ノㄋ一一
艎	舟白一一一一
舠	舟刀ㄋノノノ
艅	舟余ノ丶丶丶
舥	舟巴ㄋ丨ㄋㄋ
竹	竹ノ一丨丨
主	主丶一一一
将	丬夕一丨丶丶
妆	丬女ㄋノ一一
状	丬犬一ノ丶丶
壮	丬士一丨一一
装	丬士丶一丶丶
奖	奖大一ノ丶丶
桨	奖木一丨丶丶
浆	奖水丨ㄋ丶丶
酱	奖酉一丨一一
雠	隹讠ノ丨一一
焦	隹灬丶丶丶丶
售	隹口丨ㄋ一一
集	隹木一丨丶丶
隽	隹乃ㄋノノノ
隼	隹十一丨丨丨
隹	隹ノ丨一一
鹪	隹灬ノㄋ一一
劁	隹灬丨丨丨丨
孟	子皿丨ㄋ一一
子	子ㄋ丨一一
勐	子皿ㄋノノノ
鼻	自畀丨ㄋ丨丨
臬	自木一丨丶丶
臭	自犬一ノ丶丶
息	自心丶ㄋ丶丶
自	自ノ丨一一
齄	自畀一丨一一
劓	自畀丨丨丨丨
鼾	自畀一一丨丨
鼽	自畀ノㄋㄋㄋ
谏	讠柬一丨丶丶
趔	走歹丨丨丨丨
趣	走耳ㄋ丶丶丶
趑	走次丶一丶丶
趱	走先ノ一丶丶
趋	走刍ノㄋ一一
趟	走尚丨丶一一
超	走召ㄋノ一一
趁	走㐱ノ丶ノノ
赴	走卜丨丶丶丶
赶	走干一一丨丨
起	走己ㄋ一ㄋㄋ
赳	走丩ㄋ丨丨丨
趄	走且丨ㄋ一一
赵	走乂ノ丶丶丶
走	走一丨丶丶
越	走戉一ㄋ丶丶
趯	走羽ノ丨一一
足	足丨ㄋ丶丶
卒	卒丶一丨丨
膂	族丨ㄋ一一
旅	族ノㄋ丶丶
旎	族尸ノㄋㄋㄋ
旗	族其一丨丶丶
旒	族㐬丶一ㄋㄋ
旖	族大一丨丨丨
旋	族疋ㄋ丨丶丶
旃	族丹ノㄋ一一
旆	族一丨ㄋ丨丨
旄	族毛ノ一ㄋㄋ
旌	族生ノ一一一
族	族矢ノ一丶丶
施	族也ㄋ丨ㄋㄋ
附	阝付ノ丨丶丶
陬	阝耳ㄋ丶丶丶
陶	阝勹ノ一丨丨
隧	阝㒸丶ㄋ丶丶
随	阝ノㄋ丶丶
阪	阝ㄋ丶丶丶
陆	阝ㄋ丨丨丨
陛	阝比一丨一一
隋	阝一丨一一
隐	阝刍丶ㄋ丶丶
院	阝宀一一ㄋㄋ
陀	阝宀ノㄋㄋㄋ
陔	阝亥丶一丶丶
陉	阝轻ㄋ丶一一
阶	阝人ノ丨丨丨
隘	阝䒑ノ丶一一
陷	阝ノ丨一一
隍	阝白一一一一
阽	阝占丨一一一
陨	阝口丨ㄋ丶丶
陪	阝立丨ㄋ一一
隰	阝日ㄋㄋ丶丶
隈	阝田一ㄋ丶丶
陵	阝土ノ丶丶丶
陡	阝走一丨丶丶
隙	阝小丨ㄋ丶丶
陌	阝百一ノ一一
阮	阝元一一ㄋㄋ
陧	阝日一丨一一
降	阝夂一ㄋ丨丨
隆	阝夂一ノ一一
陟	阝止丨ノノノ
阵	阝车一ㄋ丨丨
陲	阝垂ノ一一一
陈	阝东一ㄋ丶丶
防	阝方丶一ノノ
隔	阝鬲一丨丨丨
隗	阝鬼ノ丨丶丶
陕	阝夹ノ丶丶丶
阱	阝井一一丨丨
陇	阝龙一ノ丶丶
陂	阝皮ㄋノ丶丶
阡	阝千ノ一丨丨
队	阝人ノ丶丶丶
阳	阝日丨ㄋ一一
际	阝示一一丶丶
阴	阝月ノㄋ一一
阼	阝乍ノ一一一
隳	阝一丨丶丶
堕	阝ノㄋ一一
骘	阝止丨ノ一一
坠	阝人一丨一一
阢	阝一ノㄋㄋㄋ
阿	阝可一丨丨丨
陋	阝丙ノ丶ㄋㄋ
陴	阝卑ノ丨丨丨
险	阝佥ノ丶一一
除	阝余ノ丶丶丶
障	阝音一丨丨丨
限	阝艮ㄋ一丶丶
隅	阝禺丨ㄋ丶丶
隃	阝俞ノ丶丨丨
隩	阝向丶ノ丶丶
送	䒑大丶ㄋ丶丶
迸	䒑廾丶ㄋ丶丶
道	䒑自丶ㄋ丶丶
翦	前羽ㄋ丶一一
剪	前刀ㄋノノノ
煎	前灬丶丶丶丶
普	並日丨ㄋ一一
益	䒑八丨ㄋ一一
夔	䒑自丨一丶丶
关	䒑大一ノ丶丶
并	䒑廾一ノ丨丨
兰	兰丶ノ一一
前	前丶ノ丨丨
首	䒑自ノ丨一一
蠲	䒑八丨ㄋ丶丶
郑	䒑大ㄋ丨丨丨
瓶	䒑廾一ㄋ丶丶
鹚	䒑幺ㄋㄋ一一
馘	䒑自一ㄋ一一
慈	䒑幺ㄋㄋ丶丶
孳	䒑幺ㄋㄋ一一
兹	䒑幺ㄋㄋ丶丶
鹢	䒑八丨ㄋ一一
陞	阝丿一ノ一一
盦	今酉丨ㄋ一一
镵	钅丨ㄋ丶丶
耰	耒丆丨ㄋ丶丶
襫	衤一一ノ丶丶
盉	禾皿丨ㄋ一一
鲖	鱼冂丨ㄋ一一
蒱	艹扌一丨丶丶
祊	礻方丶一ノノ
鄀	艹丨ㄋ丨丨
矼	石工一丨一一
腯	月一丨一一
纼	纟弓丨丨丨丨
逴	卓辶丶ㄋ丶丶
菼	艹炎丶ノ丶丶
鼒	才目ㄋ一ㄋㄋ
筤	良丶ㄋ丶丶
簉	告丶ㄋ丶丶
镋	钅ノㄋㄋㄋ
鄅	禹阝ㄋ丨丨丨
馌	饣去丨ㄋ一一
耏	而彡ノノノノ
芣	艹不一ノ丶丶
辿	山辶丶ㄋ丶丶
鸤	尸鸟ノㄋ一一
糒	米ノノ丨丨
靽	革半丶ノ丨丨
讻	讠乂ㄋ丨丨丨
骦	马雨一丨一一
靬	革干一一丨丨
荓	艹䒑一ノ丨丨
貆	豸一丨ㄋ一一
莝	艹从一丨一一
蹢	啇丶一一一
羓	巴ㄋ丨ㄋㄋ
硿	石穴一丨一一
竫	立争ノㄋ丨丨
笯	女ㄋ丶丶丶
衃	扌丿丨ㄋ一一
羱	厂ノ丨丶丶
荁	艹一丨ㄋ一一
蟏	虫艹ㄋ一丶丶
褟	衤日ㄋ丶一一
砆	石夫一一丶丶
鄌	广肀丨ㄋ丨丨
砠	石且丨ㄋ一一
硍	石艮ㄋ一丶丶
蔈	艹覀一一丶丶
蚆	虫巴ㄋ丨ㄋㄋ
鞁	革皮ㄋノ丶丶
碈	石氏丨ㄋ一一
礵	石雨一丨一一
豮	豕十一丨丶丶
陑	阝而一ノ丨丨
盷	目勹丶一一一
禒	礻彖ㄋㄋ丶丶
翷	米舛ㄋ丶一一
胣	月ㄋ丨ㄋㄋ
鞳	革艹ノ丶一一
齇	自畀丨一一一
萹	艹户丨ㄋ丨丨
蓢	艹朗ノㄋ一一
蝲	虫束丨丨丨丨
㑇	亻刍ノㄋ一一
㑊	亻亦丶一丶丶
㕮	口父ノ丶丶丶
㘎	口门ㄋ一丶丶
㙍	土双ㄋ丶丶丶
㙘	土覀ㄋノ一一
㙦	余⺀一丨一一
㛃	丰刀ㄋノ一一
㛹	女亻一丨丶丶
㟃	山丨ㄋ一一
㠇	山京一ノ丶丶
㠓	山劳一一丶丶
㤘	忄刍ノㄋ一一
㧐	扌双ㄋ丶丶丶
㧑	扌为丶ノ丶丶
㧟	扌氵一ㄋㄋㄋ
㫰	日良丶ㄋ丶丶
㬊	日爰ノ丶丶丶
㬎	日ㄋㄋ丶丶
㬚	日丨ㄋ丶丶
㭎	木冈丨ㄋ丶丶
㮾	朗月一丨丶丶
㰀	木禾ノㄋ丶丶
㳇	氵父ノ丶丶丶
㳘	氵ノㄋㄋㄋ
㳚	氵戊丶丶丶丶
㴔	氵刍丶ㄋ丶丶
㵐	水厂丶ノ丶丶
㶲	火用ノㄋ丨丨
㸆	火告丨一一一
㸌	火雨ノ丨一一
㻬	王雨一一ㄋㄋ
㽏	氵合一丨一一
㿠	白光丨丶ㄋㄋ
䁖	目米ㄋノ一一
䂮	丰刀一ノ一一
䃅	石单丶ノ丨丨
䃎	石大ノㄋ丶丶
䎃	冉羽ㄋ丶一一
䏝	月专一一丶丶
䏡	月示一一丶丶
䏲	月弟丶ノノノ
䐃	月囗ノ一丶丶
䓖	艹穴ㄋノノノ
䓛	艹尸ㄋ丨丨丨
䓬	艹卓丨一丨丨
䕫	艹白丨一丶丶
䗖	虫带一丨丨丨
䗛	虫亻丨ノ一一
䗪	度灬丨ㄋ丶丶
䗴	虫ノ一丶丶
䜣	讠斤ノノ丨丨
䝙	豸区一ノㄋㄋ
䦃	钅艹一丨一一
䲟	鱼ㄋ丨丨丨
䲠	鱼丨ㄋ一一
䲢	月ノㄋ一一
䴓	一巾ノㄋ一一
䴔	交鸟ノㄋ一一
䴕	歹刂ノㄋ一一
䴗	日犬ノㄋ一一
䴘	虍ノㄋ一一
䴙	辟鸟ノㄋ一一
丏	正ㄋㄋㄋㄋ
乸	也母ㄋㄋ丶丶
亶	亠回丨ㄋ一一
亸	享单丶ノ丨丨
亹	亠冂丨ㄋ一一
伾	亻不一一一一
佁	亻台ㄋ丶一一
佸	亻舌ノ一一一
佺	亻人一一一一
佽	亻次丶一丶丶
侁	亻先ノ一ㄋㄋ
侂	亻广ノ一ㄋㄋ
侘	亻宀ノ一ㄋㄋ
侴	人一ㄋ丨丨丨
俍	亻良丶ㄋ丶丶
俶	亻上丨ノ丶丶
倓	亻炎丶ノ丶丶
倕	亻垂ノ一一一
倧	亻宀一一丶丶
倴	亻大一丨丨丨
倻	亻耳ㄋ丨丨丨
偁	亻爫丨ㄋ一一
偓	亻尸一ㄋ一一
偡	亻其ㄋㄋㄋㄋ
偭	亻丆丨ㄋ一一
偲	亻田丶ㄋ丶丶
傃	亻ㄋㄋ丶丶
傉	亻辰一丨丶丶
僎	亻巳ㄋ一丶丶
僔	亻酋一丨丶丶
僰	朿朿ノ丶丶丶
儳	亻丨ㄋ丶丶
冏	冏丨ㄋ一一
冔	日口一一丨丨
冮	冫工一丨一一
凓	冫覀一丨丶丶
凘	冫其ノノ丨丨
刬	戋刂丨丨丨丨
剅	豆刂丨丨丨丨
剋	古儿丨丨丨丨
剕	非刂丨丨丨丨
剟	双双丨丨丨丨
劄	合丨丨丨丨
劼	吉力ㄋノノノ
勔	丆囬ㄋノノノ
勚	世贝ㄋノノノ
匜	匚也ㄋ丨ㄋㄋ
卬	卩ㄋ丨丨丨
厖	厂尢ノノ丶丶
叆	云受一ノ丶丶
叇	云隶丶ㄋ丶丶
叕	双双ㄋ丶丶丶
叚	叚ㄋ一丶丶
吽	口牛ノ一丨丨
呇	水口丨ㄋ一一
呣	口母ㄋㄋ丶丶
咉	口央丨ㄋ丶丶
咍	口台ㄋ丶一一
咡	口耳一丨一一
咺	口一丨ㄋ一一
哃	口冂丨ㄋ一一
哢	口王一ノ丨丨
哱	口十丶ㄋ一一
唝	口工丨ㄋ丶丶
唵	口大丨ㄋㄋㄋ
啰	口罒ノㄋ丶丶
啴	口单丶ノ丨丨
喆	吉吉一丨一一
嗐	口宀一一一一
嘚	口彳丨ㄋ丶丶
噀	口巳ㄋ一丶丶
噂	口酋一丨丶丶
嚭	壴口一ノ一一
囷	囗禾ノ一丶丶
圐	囗罒丶一ノノ
圙	囗八一ノ一一
圢	丁一丨丨丨
圫	乇ノ一ㄋㄋ
圲	千ノ一丨丨
坒	比土一丨一一
坥	且丨ㄋ一一
坬	瓜ノノ丶丶
坽	令ノ丶丶丶
垈	代土一丨一一
垍	自ノ丨一一
垏	聿ㄋ一丨丨
垙	光丨丶ㄋㄋ
垚	土一丨一一
垞	宀ノ一ㄋㄋ
垟	羊丶ノ丨丨
垵	宀ㄋノ一一
垺	爫ㄋ丨一一
垾	日一一丨丨
垿	广ㄋ丶丨丨
埌	良丶ㄋ丶丶
埗	止丨ノノノ
埪	穴一丨一一
埫	尚丨丶一一
埵	垂ノ一一一
堃	方方一丨一一
堉	丨ㄋ一一
堌	囗一丨一一
堐	厂一丨一一
堧	土而一ノ丶丶
堲	卩一丨一一
堼	圭寸一丨一一
堽	罒一丨一一
堾	丨ㄋ一一
塅	段ノ丨丶丶
塆	亦ㄋ一ㄋㄋ
塱	朗月一丨一一
墐	堇一丨一一
墕	正一ㄋ丶丶
墘	一ノㄋㄋ
墡	羊丶ノ一一
壸	壳亚一丨一一
夐	𠔿丨ㄋ丶丶
夬	夬ㄋ一丶丶
奡	丆目一ノ丨丨
奭	大百一ノ一一
妘	女云一一丶丶
妧	女元一一ㄋㄋ
姈	女令ノ丶丶丶
姞	女吉一丨一一
姮	女一丨ㄋ一一
姱	女大一一ㄋㄋ
娀	女戈一ノノノ
娵	女耳ㄋ丶丶丶
婌	女上丨ノ丶丶
婘	女ㄋㄋㄋㄋ
婞	女土丶ノ丨丨
婠	女宀丨ㄋ一一
婳	女一丨ㄋ丨丨
婻	女十丨ㄋ丨丨
婼	女艹一ノ一一
媄	女一ノ丶丶
媆	女而一ノ丶丶
媭	彡页ㄋノ一一
媱	女爫ノ一丨丨
嫄	女厂ノ丨丶丶
嫕	女匚ノ一丶丶
嫚	女日丨ㄋ丶丶
嫭	女虍ノ丶丨丨
嬿	女廿丨ㄋ丶丶
孅	女从一ㄋ一一
孖	子子ㄋ丨一一
宬	宀戊ㄋㄋㄋㄋ
寁	宀妻丨一丶丶
尨	尢彡丶丶丶丶
尪	尢王一一一一
屾	山山丨ㄋ丨丨
岊	巴山丨ㄋ丨丨
岨	山且丨ㄋ一一
峂	山夂丶丶丶丶
峃	学山丨ㄋ丨丨
峏	山而一ノ丨丨
峘	山一丨ㄋ一一
峛	山歹丨丨丨丨
峣	山尧一ㄋㄋㄋ
峧	山交丶一丶丶
峱	犭丑丨ㄋ丨丨
崀	山良丶ㄋ丶丶
崁	山土ノㄋ丶丶
崄	巾佥ノ丶一一
崟	山金ノ丶一一
崡	山了丶一丨丨
崶	山圭一丨丶丶
崿	山吅一一ㄋㄋ
嵁	山其ㄋㄋㄋㄋ
嵚	山钅ノㄋ丶丶
嵲	山自一丨丶丶
嶅	敖山丨ㄋ丨丨
嶟	山酋一丨丶丶
嶲	山隹丨ㄋㄋㄋ
巉	山丨ㄋ丶丶
帡	巾䒑一ノ丨丨
帨	巾总ノㄋㄋㄋ
幖	巾覀一一丶丶
幪	巾劳一一丶丶
庤	广土一丨丶丶
庼	广一ノ丶丶
廋	广臼丨ㄋ丶丶
廙	广田一丨丶丶
弢	弓山ㄋ丶丶丶
弨	弓召ㄋノ一一
弸	弓月ノㄋ一一
彧	弋口一ノノノ
忞	文心丶ㄋ丶丶
忺	忄欠ノㄋ丶丶
恓	忄西一丨一一
恔	忄交丶一丶丶
悈	忄戈一ノ丨丨
悢	忄良丶ㄋ丶丶
悰	忄宀一一丶丶
惇	忄享丶一一一
惔	忄炎丶ノ丶丶
惙	忄双ㄋ丶丶丶
惛	忄氏丨ㄋ一一
愃	忄㝉丨ㄋ一一
愐	忄丆丨ㄋ一一
愔	忄音丶一一一
愭	忄耂ノㄋ一一
慆	忄爫ノ丨一一
慥	忄告丶ㄋ丶丶
慬	忄堇一丨一一
憕	忄登ㄋ丶一一
憙	壴口丶ㄋ丶丶
戭	㝉由ノ丶丶丶
扞	扌干一一丨丨
抃	扌丶一丨丶丶
抔	扌不一ノ丶丶
拤	扌上丨丶丶丶
挓	扌宀ノ一ㄋㄋ
挦	扌彐一丨丶丶
捯	扌至丨丨丨丨
掞	扌炎丶ノ丶丶
揕	扌其ㄋㄋㄋㄋ
摏	扌ノ丨一一
摴	扌雨一一ㄋㄋ
摽	扌覀一一丶丶
擿	扌商丶ㄋ丶丶
敩	学子ノ一丶丶
斝	吅冖丶丶丨丨
斠	冓⺀一丨丨丨
旐	方ノㄋ丶丶
旵	日山丨ㄋ丨丨
旻	日文丶一丶丶
旿	日一丨丨丨
昄	日ㄋ丶丶丶
昇	日丿一ノ丨丨
昉	日方丶一ノノ
昒	日勿ノㄋノノ
昤	日令ノ丶丶丶
昪	日厶一ノ丨丨
昳	日丿一一丶丶
昺	日丙ノ丶丶丶
晅	日一丨ㄋ一一
晙	日夋ㄋ丶丶丶
晢	折日丨ㄋ一一
晪	日曲ノ丶丶丶
晫	日卓丨一丨丨
晱	日炎丶ノ丶丶
暅	日忄一丨一一
暕	日柬一丨丶丶
暲	日音一丨丨丨
暵	日廿丨ㄋ丶丶
暶	日族ㄋ丨丶丶
暿	日壴丨ㄋ一一
曌	日月丶丶一一
朓	月儿丶一丶丶
朳	木八ノ丶丶丶
朸	木力ㄋノノノ
杄	木千ノ一丨丨
杕	木大一ノ丶丶
杙	木弋一ㄋ丶丶
杧	木亡丶一ㄋㄋ
杻	木丑ㄋ丨一一
枍	木八一ㄋㄋㄋ
枲	台木一丨丶丶
枹	木勹ㄋ一ㄋㄋ
柈	木半丶ノ丨丨
柊	木夂丶丶丶丶
柖	木召ㄋノ一一
柷	木口ノㄋㄋㄋ
栐	木永丶ㄋ丶丶
栒	木勹丨ㄋ一一
栟	木䒑一ノ丨丨
栴	木ノㄋ一一
栻	木弋一丨一一
桯	木口一一一一
桲	木十丶ㄋ一一
桹	木良丶ㄋ丶丶
梣	木山ノ丶ㄋㄋ
梴	木丿丨一丶丶
梼	木一丨丶丶
梽	木士丶ㄋ丶丶
梿	木车丶ㄋ丶丶
棁	木总ノㄋㄋㄋ
棐	非木一丨丶丶
棓	木立丨ㄋ一一
棨	户攵一丨丶丶
棪	木炎丶ノ丶丶
棫	木戈丨ㄋ一一
棬	木ㄋㄋㄋㄋ
棻	艹分一丨丶丶
椀	木宀ノㄋㄋㄋ
椑	木卑ノ丨丨丨
椓	木豕丶丶丶丶
椪	木並丶ノ一一
椸	木族ㄋ丨ㄋㄋ
楒	木田丶ㄋ丶丶
楩	木亻一丨丶丶
楪	木世一丨丶丶
楯	木一丨一一
榰	木耂ノㄋ一一
槃	舟殳一丨丶丶
槚	木覀丨ㄋ丶丶
槜	木隹ㄋノノノ
槱	木酉丶丶丶丶
橞	木惠丶ㄋ丶丶
櫆	木鬼丶丶丨丨
欂	木落一丨丶丶
欸	厶矢ノㄋ丶丶
欻	炎欠ノㄋ丶丶
殣	歹堇一丨一一
毌	毌ㄋㄋ一一
毐	士毋ㄋㄋ一一
氾	氵㔾ㄋㄋㄋㄋ
氿	氵九ノㄋㄋㄋ
汈	氵一一一一
汋	氵勹丶丶丶丶
汫	氵井一一丨丨
汭	氵内丨ㄋ丶丶
沄	氵云一一丶丶
沇	氵厶ノㄋㄋㄋ
沘	氵比一ㄋㄋㄋ
沚	氵止丨一一一
沺	氵田丨ㄋ一一
泇	氵加ㄋノ一一
泙	氵平一丶丨丨
泜	氵氏丶丶丶丶
洑	氵亻一ノ丶丶
洓	氵朿一丨丶丶
洘	氵耂一ㄋㄋㄋ
洢	氵亻ㄋ一ノノ
洣	氵米丶ノ丶丶
洨	氵交丶一丶丶
洭	氵匚一一一一
洴	氵䒑一ノ丨丨
洸	氵光丨丶ㄋㄋ
洺	氵夕丨ㄋ一一
洿	氵大一一ㄋㄋ
浉	氵一丨丨丨
浐	氵产丶一ノノ
浕	氵尺丶丶丶丶
浛	氵今丨ㄋ一一
浟	氵攸ノ一丶丶
浡	氵十丶ㄋ一一
浥	氵口ㄋ丨ㄋㄋ
浬	氵里丨ㄋ一一
浭	氵更一丨丶丶
浰	氵禾丨丨丨丨
浲	氵夂一一丨丨
涄	氵由一ㄋㄋㄋ
涍	氵耂ㄋ丨一一
涐	氵我ノ一丶丶
涘	氵厶ノ一丶丶
涢	氵口丨ㄋ丶丶
涴	氵宀ノㄋㄋㄋ
淏	氵日一一丶丶
淜	氵月ノㄋ一一
淟	氵曲ノ丶丶丶
淯	氵丨ㄋ一一
淴	氵勿丶ㄋ丶丶
渟	氵亮一ノ丶丶
渰	氵合一ノ丨丨
渼	氵一ノ丶丶
湉	氵忄ノ一一一
湝	氵比ノ丨一一
湣	氵民丨ㄋ一一
湲	氵爰ノ丶丶丶
湴	氵並丶ノ一一
溁	氵劳一丨丶丶
溇	氵米ㄋノ一一
溚	氵艹ノ丶一一
溞	氵又丶丨丶丶
溠	氵一丨一一
溦	氵山一ノ丶丶
溵	氵ㄋ一丶丶
溹	氵孛ㄋㄋ丶丶
滉	氵日丨丶ㄋㄋ
滍	氵蚩ㄋ丨丶丶
滘	氵冖ノ丶一一
滧	氵交ノ一丶丶
滪	氵予一ノ丶丶
滫	氵攸ノ一一一
漋	氵阝ノㄋ一一
漖	氵耂ㄋ丨丶丶
漦	未攵一ノ丶丶
漴	氵山丶丶丶丶
漷	氵享ㄋ丨丨丨
漹	氵正一ㄋ丶丶
漼	氵山ノ丨一一
潖	氵王一一ㄋㄋ
潟	氵臼ノㄋ丶丶
潩	氵田一丨丶丶
潵	氵丨ㄋ丶丶
潽	氵並丨ㄋ一一
潾	氵米ノㄋ丨丨
澂	氵山一ノ丶丶
澛	氵鱼丨ㄋ一一
澪	氵雨ノ丶丶丶
澭	氵亠ㄋㄋ一一
澼	氵辟ㄋ一丨丨
澽	氵虍一ノ丶丶
濋	氵林ㄋ丨丶丶
瀍	氵广丨ㄋ一一
瀔	氵壳一ノ丶丶
瀱	氵罒一ノ丨丨
灈	氵目丨ㄋ一一
炆	火文丶一丶丶
炌	火人ノ丨丨丨
炘	火斤ノノ丨丨
炟	火旦丨ㄋ一一
炣	火可一丨丨丨
烔	火冂丨ㄋ一一
烜	火一丨ㄋ一一
烝	丞灬丶丶丶丶
烠	火丨ㄋ一一
烺	火良丶ㄋ丶丶
烻	火丿丨一丶丶
焌	火夋ㄋ丶丶丶
焗	火尸ㄋ丨一一
焞	火享丶一一一
煁	火其ㄋㄋㄋㄋ
煃	火大一丨一一
煋	火日ノ一一一
煟	火田ノㄋ一一
熛	火覀一一丶丶
熜	火囟ノㄋ丶丶
熥	火甬丶ㄋ丶丶
熻	火合ㄋ丶一一
燊	火火丶ノ丶丶
燋	火隹丶丶丶丶
燚	炎炎丶ノ丶丶
爇	艹土ノ丶丶丶
爔	火ノ一丶丶
爟	火艹丨ㄋ一一
牁	爿可一丨丨丨
牂	爿羊丶ノ丨丨
牚	牙一ㄋノノ
牤	牜亡丶一ㄋㄋ
牥	牜方丶一ノノ
牻	牜尢ノノ丶丶
犇	牛牛ノ一丨丨
犨	隹隹ノ一丨丨
狉	犭不一一一一
狝	犭尔ノㄋ丶丶
猺	犭爫ノ一丨丨
獴	犭劳一一丶丶
玃	犭目丨ㄋ丶丶
玒	王工一丨一一
玓	王勹丶丶丶丶
玕	王干一一丨丨
玘	王己ㄋ一ㄋㄋ
玙	王与一一一一
玞	王夫一一丶丶
玠	王人ノ丨丨丨
玡	王牙一ㄋノノ
玤	王丰一一丨丨
玥	王月ノㄋ一一
玭	王比一ㄋㄋㄋ
玶	王平一丶丨丨
玿	王召ㄋノ一一
珅	王日丨丨丨丨
珇	王且丨ㄋ一一
珋	王卯ㄋ丨丨丨
珒	王聿ㄋ一丨丨
珕	王力ㄋノノノ
珖	王光丨丶ㄋㄋ
珛	王丨ㄋ一一
珝	王羽ㄋ丶一一
珢	王艮ㄋ一丶丶
珣	王勹丨ㄋ一一
珦	王向丨ㄋ一一
珫	王ノㄋㄋㄋ
珵	王口一一一一
珹	王戊ㄋㄋㄋㄋ
珽	王丿丨一丶丶
琀	王今丨ㄋ一一
琇	王禾ㄋノノノ
琈	王爫ㄋ丨一一
琎	王井丶ㄋ丶丶
琔	王定丶丶丶丶
琟	王隹ノ丨一一
琡	王上丨ノ丶丶
琤	王争ノㄋ丨丨
琫	王一一丨丨
琯	王宀丨ㄋ一一
琲	王非丨一一一
瑀	王禹ノ丨丶丶
瑃	王丨ㄋ一一
瑄	王㝉丨ㄋ一一
瑆	王日ノ一一一
瑑	王彖ㄋㄋ丶丶
瑓	王柬一丨丶丶
瑖	王段ノ丨丶丶
瑧	王ノ一丶丶
瑬	氵㐬一一丶丶
瑳	王一丨一一
璈	王敖一一丶丶
璒	王登ㄋ丶一一
璘	王米ノㄋ丨丨
璟	王日丶一丶丶
璥	王芍ノㄋ丶丶
璪	王口丨ㄋ丶丶
璬	王白丶一丶丶
璱	王王一一丶丶
瓖	王襄丶一丶丶
瓘	王艹丨ㄋ一一
甡	生生ノ一一一
甦	更生ノ一一一
甪	丿用ノㄋ丨丨
畖	田瓜ノノ丶丶
畤	田土一丨丶丶
畯	田夋ㄋ丶丶丶
疢	疒火丶ノ丶丶
疭	疒从ノ丶丶丶
癗	疒雨丨ㄋ一一
癿	白乙ㄋㄋㄋㄋ
皕	百百一ノ一一
皛	白白ノ丨一一
皞	白白一ノ丨丨
皦	白白丶一丶丶
